"key","value"
"outOfRangeError:index:range:to:","82"
"calypsoEnvironmentType","17"
"atAllPut:","81"
"localUrl","89"
"newBranch","24"
"on:opposite:","28"
"aPPContextMemento","10"
"RTColorPalette","20"
"nextValue","52"
"doesReferenceExist","18"
"isClean","28"
"absentBlockClosure","11"
"aFamixClass","13"
"JFIFMarkerParser","12"
"dragon","30"
"on:selected:changeSelected:","22"
"fillRectangle:color:","114"
"performAction","26"
"browserClass","11"
"BlVisibility","40"
"SymbolTable","12"
"computeRadiusFor:","12"
"TSScale","143"
"RTDecoratedLine","41"
"systemCategory","13"
":aHandler","10"
"aMetacelloPackagesSpec","47"
"rsCenter:extent:","12"
"numLiterals","48"
"MorphTreeModel","11"
"asIntegerPoint","102"
"visitedSpecs","14"
"countLogEventsWith:","43"
"IRPrimitive","11"
":row","281"
"forkAt:named:","16"
"externalProperties","12"
"rr","12"
"next:","189"
"c","5066"
"fullDrawOn:","13"
"removeProtocol:","21"
"sock2","12"
"addPresenter:","12"
"stringComment","17"
"shortcutActivation","19"
"dropEnabled","40"
"TRBoxShape","45"
"destX:","20"
"title:condition:","10"
"fb","18"
"RTPNGExporter","15"
"lit","60"
"aCommitish","37"
"adjustBrightness:","16"
"nilIsland","15"
"TREllipseShape","12"
"addPage:","30"
"queryOutgoingInheritances","20"
"FormCanvas","12"
"menu:","29"
"aDocument","695"
"manager","196"
"unclassified","32"
"hostName","38"
"bm","24"
"expectedDf","10"
"doEnsure","16"
"selectionSymbol","16"
"limitBlock","21"
"property:","201"
"pushAsParser","11"
"mooseProperty","10"
"anInteger1","41"
"dmin","22"
"allRangesOfSubstring:","11"
"selectedSource","10"
"pulseLoop","23"
"pred","11"
"linkWithRepository:","20"
"sourceForm:","67"
":c","1607"
"entropy","11"
"PPParser","10"
"externalTypeSize","22"
"anEllipse","19"
"acceptContents","13"
"pushClosureCopyCopiedValues:args:jumpTo:","23"
"scannedToken","16"
"slider","168"
"difference:","91"
"withTop:","14"
"env","207"
"disableTableLayout","11"
"resultOfSerializeAndMaterialize:","94"
"barWidth:height:","10"
"fieldRootId","13"
"itemAnimator","23"
"BlTextElement","338"
":val","32"
"aPatch","12"
"days:hours:minutes:seconds:nanoSeconds:","38"
"methodUniqueName","42"
"line","1164"
"referencedExample","20"
"v1","124"
"filter","501"
"MCPackage","39"
"kurtosis","10"
"pharoLogoForm","11"
"ii","65"
"instSpec","26"
"classesList","16"
"even","107"
":modification","13"
"fit","95"
"textRunLength","11"
"updateTabs","12"
"shouldUpdateEdges","11"
"lightBorderColor","12"
"atPath:","35"
"RTGridView","11"
"doSomethingElseString","13"
"PRUnorderedList","66"
"mouseMove:","27"
"dnd","10"
"aShortcut","82"
"dp","47"
"population","40"
"currentBrush","10"
"hasLeft","14"
"projectBuilder","27"
"systemSettings","30"
"model:classVariable:class:","10"
"sourceDirectory","18"
"specials","15"
"stride","18"
"renameAction","14"
"oldComment","30"
"eighth","98"
"firstDigit","13"
"remainingNodes","15"
"aView","2327"
"isIntegerPoint","17"
"aTranslate3D","10"
"GtTextAndElementSlide","58"
"aNum","17"
"asSpLayoutFrame","24"
"ensureDelete","76"
"BlAbsolutePositionAnchor","16"
"selectedProjectInstance","13"
"and","49"
"aConfigurationClass","46"
"class5","28"
"vel","25"
"isAttachedToSceneGraph","35"
"computedPosition","34"
"FAMIXAttribute","11"
"clipBy:during:","54"
"useAssociation:","11"
"classBlock:","15"
"printNameOn:","13"
"allSelectors","15"
"substrings","50"
"onPackagesNamed:","24"
"addPart:associatedTo:","27"
"handlerClass","19"
":pragma","67"
":testCase","22"
"setStrokePaint:","45"
"OmFileStore","24"
"anEventBuffer","21"
"withHalos","21"
"secs","14"
"anAnnouncer","72"
"paneMorphs","35"
"with:affect:","10"
"textFont","57"
"TRMouseLeftDragStart","11"
"sel","226"
"yPointAt:","16"
"spaces","23"
"isChanged","10"
"crcStream","23"
"founds","21"
"rect1","50"
"hasKeyboardFocus","45"
"GtDummyExamplesWithInheritanceRoot","10"
"projectList","16"
"srcPix","13"
"sourceQuad","10"
"beEncrypted","10"
"aFromPosition","25"
"endingPointOf:","33"
"emptyCache","10"
"RBAssignmentNode","15"
"during:","18"
"tNamed","28"
"ports","25"
"valueIn","22"
"alignment","257"
"description","556"
"added","64"
"fillColor:","140"
"RTResizeMove","18"
"currentSpace","10"
"rowAtLocation:","17"
"Singleton","12"
"titleContainer","14"
"addMorph:","181"
"move:above:","10"
"asReadOnlyMorph","12"
"rtmethods","60"
"multiItemStream","16"
"cookie1","78"
"attachFrom","65"
"MetacelloScriptEngine","19"
"WARenderNotification","56"
"prior","51"
"utf8","13"
"BlBackground","14"
"isSsl","10"
"anHtmlRoot","75"
"spaceX","24"
"newSubclassOf:instanceVariableNames:classVariableNames:","25"
"aShape","118"
"convertColumn:to:","11"
"at:add:","23"
"oldSpaceEnd","14"
"theActualPositions","12"
":id","14"
"childrenItems","12"
"nameDict","17"
"errorMap","13"
"setDelay:forSemaphore:","20"
"SpNullMillerPresenter","12"
"offsetVariableName","41"
"emptyByteStream","11"
"submitButton","117"
"cachedParentsWithHighestNestings","15"
":versionString","11"
"existingClass","12"
"removeLink:","26"
">","3056"
"definesClassVariable:in:","10"
"asCalypsoItemContext","94"
"arrowForms","17"
"SpTestingPresenterWithModel","10"
"emphasisHere:","11"
"aParagraphSpan","30"
"setCookies:","18"
"computeNorm","10"
"defaultFontSize","11"
"fontName","33"
"decompose","13"
"whichSelectorsReferTo:","18"
"isSmalltalk","16"
"pushConstant:","14"
"notUseInLayout","13"
"aspect","14"
"scrollUp:","11"
"center:","47"
":file","37"
"buildTreeNode","17"
"isTerminating","13"
"callcc:","28"
"selectAll","40"
"inPlaceAbs","10"
"vrsn","92"
"tagWith:","11"
"leftFraction:","34"
"TSCanvas","39"
"ClyTestedClassTest","21"
"keystrokeActionSelector","28"
"instructionStream","16"
"removeAllMorphs","70"
"activator","67"
"onPackages:","15"
"offsetPoint","11"
"fixed","37"
"onInstalledIn:","10"
"addField:","19"
"r2","114"
"numberOfParameters","10"
"offsetShift","10"
"realFont","12"
"BlElementSelection","43"
"ffiCallingConvention","14"
"linesDo:","25"
"ClyTestResultProperty","16"
"oldInstance","13"
"additions","28"
"aRequestContext","186"
"aSegment","27"
"defaultGroup","20"
":target","93"
"anObject2","16"
"assignments","21"
"compile:selector:","22"
"RootClassPoolUser","10"
"estimation","10"
"aSystem","20"
"position2","17"
"c15FullReferencerOutSide","41"
"selectRowIndexes:","13"
":parser","47"
"utility","73"
"elems","29"
"assert:next:startingAt:encoder:gives:","15"
"includes","65"
"baselineRegistry","21"
"isoLanguage:","10"
"packageP7ReferencerReferee","15"
"asShortcut","18"
"PRProject","23"
"anInlineValue","10"
"activeHand","73"
"color","1213"
"newRelationGraph","23"
"nonMetaClass","18"
"client","1064"
":operation","18"
"decodedString","16"
"prime","24"
"newStart","13"
"bottomLeft","244"
"aDictionary","422"
"dock","11"
"lf","408"
"isoLanguage","21"
"ZnBufferedWriteStream","13"
":versionSpec","20"
"htmlRoot","14"
"pages","129"
":eachItem","16"
"loop","24"
"ifCurtailed:","13"
"aLinkedList","13"
"testingSelectors","15"
"crtab:","10"
"matched","10"
"currentX","20"
"waitForTasks","10"
"numberOfSubscriptions","31"
"tabWidth","21"
"on:background:","31"
"noPaint","24"
"fmin","22"
"shx1","26"
"keyBounds","14"
":currText","24"
"prettyPrintSpace","14"
"isExternalAddress","20"
"basicNew:","73"
"replace:with:and:","15"
"runArray","35"
"y21","15"
"styledText","13"
"cx","50"
"menuBuilder","33"
"nodeName","11"
"aTreeLayout","330"
"falsePositiveClasses","10"
"e4","52"
"treesholds","10"
"BrGlamorousColors","99"
"columnSize","45"
"RubEditingArea","114"
"getPreciseAscent","17"
"copyEmpty","31"
"listIndex","20"
"ticks:offset:","12"
"sb","59"
"BlSplineOverScrollerStep","30"
"packagesCoder","16"
"currentCursor","28"
"dictionary1","12"
"from1to1","10"
"main","66"
"directlyDefinesClassVariable:","43"
"rsElement","12"
"found","330"
"addTab:","46"
"filterBlock","10"
"transparentPixelValue","15"
"propertyName","26"
"isPointer","31"
"myClass","15"
"layer","131"
"reverseDo:","117"
"getText","30"
"drawString:","11"
"vocalVisualTarget","23"
"aSpotterModel","21"
"colorMap","44"
"flatCollectAsSet:","20"
"transformPoint:","11"
"BlMouseOverEvent","20"
"asCharacter","124"
"redButton","18"
"anInstance","49"
"extentChanged","10"
":ind","37"
"aBaseAnimation","448"
"dispatch:to:","23"
"pilot","63"
"currentIndex","70"
"PRFigure","131"
"currentCanvas","26"
"anEnd","258"
"density","52"
"namespace1InteractedReferencerReferee","72"
"structAt:put:length:","17"
"whichRan","10"
":ee","14"
"queryScope","11"
"scan:","41"
"methodAdded","10"
"hasParameter:","10"
"legend1","16"
"packageOf:","14"
"anArea","15"
"debugLog:","13"
"heightBlock","10"
"countAt:","10"
"from:port:","26"
"Unicode","56"
"newSuperclass","12"
"isEmptyOrNil","153"
"delimiters","13"
"vi","14"
"keyIn","62"
"balance","27"
"aBorderWidth","22"
"line2","28"
"withinClass:","28"
":source","18"
"nextLink:","61"
":directive","24"
"phi","11"
"traceMorph","34"
"LogicalFont","49"
"scroller","250"
"aLayoutResizer","10"
"ZnCharacterWriteStream","18"
"entity2","50"
"methodWithInstVarAccess","12"
"expectedToc","33"
"testCases","10"
"byValue","11"
"aCollectionOfObjects","10"
"forFilter:","10"
"doStep:time:stepSize:","30"
"possibleParameters","14"
"namespaces","29"
"binaryBlock","13"
"setSelector","29"
"MetacelloVersionNumber","46"
"specialObjectsArray","20"
":step","30"
"aListMaxHeight","12"
"GtInspector","81"
"aFunction","10"
"aGtPhlowView","17"
"MessageSend","42"
"myItems","13"
"MooseQueryCalculator","23"
"cycleLength","13"
":anItem","35"
"selectorCollection","18"
"aTLNode","34"
"detector","302"
"resolved","23"
"PMMidpointStepper","14"
"member","52"
"toBlock","21"
"browseAllImplementorsOf:","12"
"anIceMethodDefinition","13"
"addTransformation:","20"
"rounder","20"
"sumY","12"
"workingDirectory","190"
"ifFail:","12"
"typeClass","11"
"length","400"
"entryCount","11"
"daysInMonth:forYear:","26"
"familyName:pointSize:","46"
"normalizeSize:min:max:using:","14"
"unregister:","10"
"priorMethodOrNil","15"
"leftFrame","18"
"anIncludedTimespan","11"
"call:with:","137"
"newComment","24"
"runLength","43"
"instanceVariables","31"
"tw","12"
"asUppercase","109"
"choices","38"
"becomeForward:","16"
"allChildren","126"
"organization","341"
"startUp","21"
"ClySubclassLOfClass0FromPExtendedByP1","17"
"aNode","2209"
"asMargin","27"
"whatever","18"
"hasHost","16"
":rel","13"
":eachMonth","17"
"hg","373"
"externalTypeWithArity","13"
"localBranch","13"
"distribution","26"
"errorMacro:","37"
"cmdMap","49"
"emptyLine","14"
"projectSpec:","12"
"fontNames","14"
"newSubqueries","14"
"suffixTable","19"
"cycleSet","48"
"dateSelectionStart","10"
"preReleaseVersion","12"
"dr","10"
"mock","174"
"RTUMLClassBuilder","39"
":size","20"
"handleTextChangeWhile:","11"
"allToScope:","15"
"block2","57"
"persistence","26"
"installer","46"
"results","177"
"classBlock","10"
"newPart","21"
"splineDistance","23"
"decompile:","91"
"firstStepperClass","11"
"generatedTVariable","36"
"allSubclassesDo:","46"
"GtPhlowAction","34"
"tag:do:","29"
"sentMessageSelector","12"
"AlignmentMorph","46"
"height:","384"
"wantsToDisplayOnEmptyQuery:","73"
"originalExtent","20"
"seqId","17"
"maxScale","15"
"asSelector:","26"
"oc","41"
"GtPlaygroundEvaluatedCodeButtonAttribute","20"
"PRDocumentListAnnotation","48"
"addLine","111"
"modelObjects:","13"
"BlMeasurementSpec","50"
"class7","28"
"LastStats","14"
"combinationRule:","95"
"collapsedShortcuts","10"
"parseOn:","49"
"yOffset","12"
"packageCoder","15"
"aLeftRope","32"
"add:target:selector:argumentList:","12"
"BrToolbar","25"
"issues","60"
"kn","34"
"listener","16"
"ZnResourceMetaUtils","14"
"itemObserver","18"
"KMCategory","19"
"inputEntry","30"
"summary","26"
"v","4630"
"reverseSortedAs:","11"
"aRectangle","764"
"ellipse:","10"
"lineFrom:to:","15"
"aZip","12"
"class12","30"
"Notification","13"
"ablock","21"
"markupFor:","15"
"newType","30"
"distanceVector","12"
"GtRlDependenciesModelBuilder","11"
"asKeyCombination","114"
"match:inContext:","60"
"labelColor","16"
"maxDescent","12"
"classVar","83"
"noneSatisfy:","77"
"q1234","79"
"PMAM4Stepper","10"
"tempVectorName","24"
"tallies","44"
"defaultPriority","13"
"newMethod","254"
"foundA0","12"
"tempLink","16"
"category:default:do:","38"
"delayedStartTime","40"
"mongo","10"
"ActiveEvent","20"
"[","108602"
"buttonNormalFillStyleFor:","11"
"leftPanel","17"
"isView","21"
"averageDifference","12"
"aRequest","55"
"mouseUp","35"
"roassal3","10"
"suspendAllWhile:","20"
"myTally","10"
"eps2:","23"
"newRadioButton","11"
"smalltalkClass:","12"
"color:","2072"
"deepCopier","112"
"dof2","35"
"aFileStream","31"
"progressBar","10"
"accessDefinition","42"
"definesSelector:in:","28"
"rowsDo:","12"
"flatStructureLayout","12"
"asCommaString","15"
"scope:","155"
"aTime","106"
"methodSpec","40"
"firstMorph","12"
"destination:","10"
"c1FullReferencerOutSide","82"
"string2","20"
"definition:","26"
"isTextMorph","12"
"TSPolyline","23"
"traversedTargets","13"
"isOpen","20"
"pilots","14"
"edgeColor","10"
"selectedMethodName","10"
"asFunction","137"
"otherVersion","12"
"assert:format:","19"
"t10","20"
"newReal","19"
"setStopConditions","14"
"protocolName","10"
"ban:","12"
"parentBuilder","20"
"jumpSize","12"
"nextLineIndicesDo:","16"
"layerNr","30"
"commit:","31"
"mondrian","426"
"surroundingRectangle","63"
"sizeA","18"
"PMAB2Solver","25"
"numberOfShapes","74"
"allElementsAsString","92"
"degreeSin","27"
"internalSpaces","26"
"logEventClass","18"
"testPoint","14"
"FMMultiMultivalueLink","12"
"oldestMethod","12"
"localVariable","28"
"currentList","10"
"consumedSpace","11"
"formFromStream:","30"
"next:into:startingAt:","23"
"px","51"
"pointIndex","40"
"unhibernate","37"
"executeQuery","16"
"auxAngle","10"
"spanEnd","30"
"IceRepository","27"
"exampleDelay","72"
"completed","17"
"findMouseEventTargetAt:","27"
"sliderThickness","12"
"fromCycles:","13"
"methodDict","93"
"onChildOfClass:","14"
"gen","119"
"clip","18"
"TestJsonStrings","11"
"aBytecode","21"
"endWithoutDelimiters","10"
"lastIndex","516"
"nextPutAll:","5144"
"array2","12"
"save:","50"
"fileList","11"
"aXdFile","263"
"aShapeBuilder","10"
"borderStyleToUse","15"
"aMethods","16"
"dic","38"
"callback:","337"
"colorType","21"
"lenValue","10"
"getSelectionSel","44"
"oldSourceCode","11"
"brokenSenders","11"
"service","28"
"repositoryForTest","15"
"allTypes","26"
"anInteractionClass","11"
"anOrderedCollection","54"
"pack","34"
"galleryDataSource","10"
"dashOffset","23"
":aChildNode","10"
"inputWidget","14"
"traitComposition","28"
"eps2","54"
"y0","59"
"aNodesDepthsDictionary","11"
"extensionPackage","22"
"columnIndex","21"
"newQuery","23"
"newTrialHorizontalScrollBar","13"
"dayOfWeekName","13"
"isInstance","15"
":stream","606"
"YAMLContext","36"
"projectMessage","10"
"destPt","10"
"allByteCharacters","13"
"background:","685"
"timer:","19"
"aSubstring","16"
"codeSubdirectoryNode","76"
"t7","14"
"axisConfigurationY","11"
":aTreeNode","10"
"setActualFont:","10"
"go","90"
"rem","35"
"remainingExtent","10"
"sed","12"
"itemsView","20"
"orthoHorizontal","14"
":evt","222"
"myItem","16"
":constraints","79"
"cls","546"
"row1x","10"
"ClyClassWithProblemMethods","12"
"passenger","57"
"aHandledError","25"
"anExtraForStart","19"
"anyOne","762"
"isMetaclass","12"
"p2i","19"
"ClyMethodGroupContextOfFullBrowser","11"
"WeakIdentityKeyDictionary","15"
"metrics","60"
"d2","110"
"explanation:","28"
"uuid","80"
"collectionWithoutElement","13"
"RTLabeled","69"
"fadedBackgroundWindows","10"
"firstRow","30"
"on:codec:","20"
"retryModification","12"
"title","529"
"searchedElement","13"
"parseTreeFor:","381"
":parent","14"
"invokeWithEvent:","12"
"timer","17"
"BlGridLayout","78"
"moveBehind","18"
"perpendicularAnchor","12"
"aSquared","12"
"GtMondrian","54"
"variable:inMethod:inClass:","23"
":date","12"
"aCircle","56"
"store","223"
"isPaused","15"
"nextDestX","37"
"maxAscent","17"
"aServerAdaptor","16"
"signedLongAt:","71"
"incomingInvocations","13"
"newWidth","15"
"lookupProperty:valueOf:","10"
"MenuItemPresenter","10"
"clear","84"
"AssertionFailure","37"
"editors","20"
"aPainter","16"
"RSLocation","38"
"VOMongoRepository","11"
"keyNotIn","25"
"ksStatistic","14"
":pkg","38"
"request:initialAnswer:","46"
"TLPosition","10"
"rowIndex","193"
"cp2","15"
"hasRoot","19"
"RBInlineMethodRefactoring","20"
"release","244"
"lookupBlock","10"
"ClyTestedClass","19"
"named:inDirectory:","20"
"topFraction:","15"
"valid","22"
"indexForRow:andColumn:","13"
"changeClass:","19"
"leadingChar","45"
"OSWindowGestureEventHandler","12"
"morphs","95"
"addMorph:fullFrame:","102"
"isMany","10"
"slots","132"
"limit:","16"
"FTTableMorph","264"
"ClyInterestingSuperclassScope","11"
"commonRows","20"
"contentIdentificator","15"
"wordInteraction","11"
"flags","140"
"left:top:right:bottom:","24"
"at:and:","47"
"classificationTable","12"
"small_tree","17"
"eb","195"
"byRootGroupItemFor:","37"
"popScope","10"
"packageSpec","308"
":value","470"
"methodElements","17"
"allSatisfy:","399"
"sampleLFString","20"
"anEffectBounds","13"
"WARequestContext","20"
"filtersButtonPresenter","10"
"isAbstract","145"
"doubleQuote","10"
"hIsScrollbarShowing","10"
"allFiles","30"
"values","932"
"metalink2","45"
"mantissa:exponent:nBits:","13"
"subclassHierarchy","14"
"child3","24"
"collectionWith4Elements","20"
"composed","131"
"stops","41"
"bodyText","28"
"timeStamp","161"
"milliseconds","11"
"matches:do:","67"
"Warning","53"
"intersects:","41"
"ConnectionTimedOut","18"
"directory:","49"
"moreOptionsArea","10"
"peekInstruction","59"
"ZnResponse","120"
"tlGroup","13"
":embeddedMenu","12"
"with:during:","18"
"<str>","64005"
"ProportionalSplitterMorph","23"
"defaultTestError","33"
"leftLimit","15"
"packageName1","558"
"pushReceiver","37"
"isLeading","12"
"grouped","27"
"includesKey:","491"
"MalMatrix","25"
"callSite","16"
"addSearch:","15"
"ensureCreateDirectory","60"
"sortedElements","40"
"nodeWrapping:","72"
"u1","26"
"MCPackageLoader","12"
"BrTabGroup","19"
"successor","64"
"bimetricLine","16"
"fields","116"
"load:","53"
"newTable","32"
"errorMessage","61"
"fieldArea","14"
"endPointsBlock","10"
"ZnEntityReader","26"
"isBytes","18"
"packageA","146"
"validationReport","25"
"packageP1FullReferencer","25"
"cp","115"
"semaphore1","12"
"TSMouseMove","12"
"STCommandLineHandler","15"
"radial:","29"
"responseDuration","12"
"resume:","54"
"getMenuSel","30"
"isForByteArray","12"
"thin","15"
":array","222"
"anOneArgBlock","22"
"changed:with:","64"
"lower","21"
"sourceOrigin:","23"
"addSearchString:","15"
"bufferSize","25"
"package:info:","14"
"strategy","235"
"rCorner","10"
"months","26"
"asdf","12"
"visibleRows","14"
"authorsToClasses","11"
"archive","21"
"committish","12"
"localFileOrExternalReference","15"
"RGMethodDefinition","40"
"newLine:","17"
"perform:withArguments:","75"
"browserItem","36"
"listItem","30"
"aDescription","96"
"newEditor","17"
"menuList","25"
"country:","17"
"fork:","11"
"textChanged","18"
"indexAtPosition:","27"
